"index","Source","Values","MitVwind","MaxVwind","MinVwind","MitNRotor","MaxNRotor","MinNRotor","MitP","MaxP","MinP","GoPos","Hour","Wexp","Minutes","MitQ","MaxQ","MinQ","PavaVwind","PavaTech","PavaForceM","PavaExtern","Pitch","?1","?2","?3","?4","?5","?6","?7","?8"
"2016-02-12 00:40:00.000000","Rep","10.0","6.3","8.8","4.3","9.4","10.59","7.74","598.0","917.0","294.0","589.0","2050.0","2590002.0","20.0","2.0","11.0","-14.0","609.0","609.0","609.0","609.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 00:50:00.000000","Rep","10.0","6.4","8.8","4.3","9.53","10.84","8.37","673.0","1004.0","420.0","590.0","2050.0","2590115.0","30.0","-3.0","4.0","-13.0","691.0","691.0","691.0","691.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 01:00:00.000000","Rep","10.0","5.9","8.2","3.9","9.1","10.7","7.48","498.0","972.0","192.0","590.0","2050.0","2590198.0","40.0","-1.0","9.0","-10.0","520.0","520.0","520.0","520.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 01:10:00.000000","Rep","10.0","5.8","7.7","3.9","8.94","10.07","7.93","386.0","583.0","226.0","572.0","2050.0","2590262.0","50.0","-15.0","1.0","-36.0","396.0","396.0","396.0","396.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 01:20:00.000000","Rep","10.0","5.8","8.7","3.5","8.87","10.35","8.0","488.0","819.0","348.0","574.0","2051.0","2590344.0","0.0","-11.0","0.0","-23.0","505.0","505.0","505.0","505.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 01:30:00.000000","Rep","10.0","6.2","9.1","3.8","8.84","9.97","7.9","506.0","694.0","327.0","577.0","2051.0","2590429.0","10.0","-14.0","-7.0","-26.0","517.0","517.0","517.0","517.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 01:40:00.000000","Rep","10.0","6.0","9.0","4.2","9.37","10.42","8.12","505.0","856.0","323.0","583.0","2051.0","2590513.0","20.0","-8.0","0.0","-22.0","522.0","522.0","522.0","522.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 01:50:00.000000","Rep","10.0","6.1","8.7","3.8","9.21","11.38","7.78","595.0","1172.0","306.0","585.0","2051.0","2590612.0","30.0","-5.0","5.0","-24.0","597.0","597.0","597.0","597.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 02:00:00.000000","Rep","10.0","6.7","9.0","3.5","10.06","11.72","8.42","807.0","1301.0","434.0","589.0","2051.0","2590747.0","40.0","0.0","14.0","-15.0","817.0","817.0","817.0","817.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 02:10:00.000000","Rep","10.0","6.6","9.6","4.2","9.96","12.34","8.52","772.0","1518.0","268.0","589.0","2051.0","2590876.0","50.0","-2.0","15.0","-82.0","778.0","778.0","778.0","778.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 02:20:00.000000","Rep","10.0","6.6","8.5","4.9","9.78","11.09","8.4","732.0","1077.0","431.0","589.0","2052.0","2590998.0","0.0","1.0","10.0","-8.0","742.0","742.0","742.0","742.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 02:30:00.000000","Rep","10.0","6.6","9.3","4.6","9.9","11.44","8.28","765.0","1193.0","400.0","589.0","2052.0","2591126.0","10.0","2.0","15.0","-4.0","777.0","777.0","777.0","777.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 02:40:00.000000","Rep","10.0","6.5","8.5","4.1","9.93","11.42","8.72","762.0","1185.0","368.0","589.0","2052.0","2591253.0","20.0","2.0","10.0","-5.0","772.0","772.0","772.0","772.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 02:50:00.000000","Rep","10.0","6.2","8.6","4.2","9.33","10.32","8.4","630.0","858.0","426.0","589.0","2052.0","2591359.0","30.0","1.0","10.0","-5.0","644.0","644.0","644.0","644.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 03:00:00.000000","Rep","10.0","6.2","9.2","3.9","9.52","10.71","8.39","671.0","970.0","428.0","589.0","2052.0","2591471.0","40.0","2.0","12.0","-4.0","684.0","684.0","684.0","684.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 03:10:00.000000","Rep","10.0","5.9","8.9","4.1","9.22","10.11","8.53","471.0","625.0","331.0","589.0","2052.0","2591549.0","50.0","1.0","11.0","-5.0","490.0","490.0","490.0","490.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 03:20:00.000000","Rep","10.0","6.6","9.5","3.9","9.18","10.49","8.27","570.0","860.0","344.0","580.0","2053.0","2591645.0","0.0","-6.0","4.0","-16.0","584.0","584.0","584.0","584.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 03:30:00.000000","Rep","10.0","6.5","9.8","3.2","8.93","9.74","8.24","542.0","712.0","383.0","578.0","2053.0","2591735.0","10.0","-8.0","0.0","-26.0","555.0","555.0","555.0","555.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 03:40:00.000000","Rep","10.0","6.9","9.5","3.9","9.18","10.05","8.58","596.0","799.0","467.0","577.0","2053.0","2591835.0","20.0","-14.0","-4.0","-28.0","610.0","610.0","610.0","610.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 03:50:00.000000","Rep","10.0","6.5","10.0","3.9","9.07","9.86","8.16","575.0","752.0","386.0","576.0","2053.0","2591931.0","30.0","-16.0","-10.0","-25.0","590.0","590.0","590.0","590.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 04:00:00.000000","Rep","10.0","6.7","9.8","3.3","8.92","10.72","7.81","533.0","975.0","313.0","581.0","2053.0","2592020.0","40.0","-13.0","-5.0","-25.0","541.0","541.0","541.0","541.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 04:10:00.000000","Rep","10.0","6.9","9.9","3.8","9.72","10.69","8.6","720.0","969.0","459.0","575.0","2053.0","2592140.0","50.0","-10.0","0.0","-18.0","739.0","739.0","739.0","739.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 04:20:00.000000","Rep","10.0","6.4","9.9","3.9","9.26","10.45","8.34","601.0","857.0","351.0","582.0","2054.0","2592241.0","0.0","-10.0","0.0","-23.0","614.0","614.0","614.0","614.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 04:30:00.000000","Rep","10.0","5.8","8.6","3.8","9.21","10.56","7.75","536.0","931.0","285.0","588.0","2054.0","2592330.0","10.0","-2.0","5.0","-17.0","550.0","550.0","550.0","550.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 04:40:00.000000","Rep","10.0","5.9","8.7","3.8","9.1","10.51","8.12","573.0","879.0","364.0","591.0","2054.0","2592426.0","20.0","2.0","9.0","-5.0","593.0","593.0","593.0","593.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 04:50:00.000000","Rep","10.0","6.1","10.5","3.9","8.51","9.72","7.78","436.0","634.0","176.0","582.0","2054.0","2592499.0","30.0","-3.0","6.0","-19.0","453.0","453.0","453.0","453.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 05:00:00.000000","Rep","10.0","5.4","8.4","3.9","8.78","9.68","7.7","366.0","605.0","203.0","587.0","2054.0","2592560.0","40.0","-3.0","5.0","-11.0","378.0","378.0","378.0","378.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 05:10:00.000000","Rep","10.0","6.3","9.2","3.8","9.35","10.29","7.6","453.0","627.0","176.0","577.0","2054.0","2592635.0","50.0","-14.0","0.0","-26.0","467.0","467.0","467.0","467.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 05:20:00.000000","Rep","10.0","5.4","8.2","3.7","8.87","10.14","8.16","368.0","778.0","198.0","572.0","2055.0","2592697.0","0.0","-9.0","3.0","-27.0","374.0","374.0","374.0","374.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 05:30:00.000000","Rep","10.0","5.3","7.8","3.7","8.78","9.55","7.47","346.0","506.0","225.0","574.0","2055.0","2592755.0","10.0","-10.0","4.0","-34.0","362.0","362.0","362.0","362.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 05:40:00.000000","Rep","10.0","5.3","8.1","3.8","8.82","9.63","7.75","368.0","639.0","234.0","588.0","2055.0","2592816.0","20.0","-6.0","0.0","-20.0","381.0","381.0","381.0","381.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 05:50:00.000000","Rep","10.0","6.0","9.0","3.8","8.98","9.82","7.84","381.0","546.0","231.0","584.0","2055.0","2592880.0","30.0","-10.0","0.0","-21.0","390.0","390.0","390.0","390.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 06:00:00.000000","Rep","10.0","5.6","9.0","3.7","8.92","9.89","7.77","354.0","536.0","165.0","581.0","2055.0","2592940.0","40.0","-7.0","3.0","-22.0","365.0","365.0","365.0","365.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 06:10:00.000000","Rep","10.0","5.4","7.8","3.6","8.98","10.45","7.52","420.0","846.0","187.0","588.0","2055.0","2593010.0","50.0","-5.0","5.0","-15.0","432.0","432.0","432.0","432.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 06:20:00.000000","Rep","10.0","5.5","7.7","3.1","9.14","10.17","7.55","435.0","611.0","254.0","589.0","2056.0","2593083.0","0.0","-6.0","8.0","-13.0","448.0","448.0","448.0","448.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 06:30:00.000000","Rep","10.0","5.8","8.8","3.4","8.79","9.81","7.9","399.0","625.0","206.0","589.0","2056.0","2593149.0","10.0","-7.0","2.0","-18.0","412.0","412.0","412.0","412.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 06:40:00.000000","Rep","10.0","5.3","8.9","3.4","9.04","10.08","7.68","397.0","584.0","264.0","588.0","2056.0","2593216.0","20.0","-7.0","0.0","-16.0","406.0","406.0","406.0","406.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 06:50:00.000000","Rep","10.0","6.0","9.3","3.6","9.02","10.34","7.93","419.0","792.0","245.0","584.0","2056.0","2593286.0","30.0","-7.0","4.0","-18.0","431.0","431.0","431.0","431.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 07:00:00.000000","Rep","10.0","5.5","8.9","3.3","9.03","9.71","7.9","390.0","616.0","215.0","579.0","2056.0","2593351.0","40.0","-12.0","1.0","-27.0","404.0","404.0","404.0","404.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 07:10:00.000000","Rep","10.0","5.5","8.2","3.4","8.94","9.47","7.83","353.0","513.0","222.0","584.0","2056.0","2593410.0","50.0","-12.0","-5.0","-23.0","364.0","364.0","364.0","364.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","0.0","65535.0"
"2016-02-12 07:20:00.000000","Rep","10.0","5.5","8.8","3.3","8.9","9.76","7.71","361.0","562.0","203.0","581.0","2057.0","2593471.0","0.0","-14.0","-2.0","-27.0","376.0","376.0","376.0","376.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","232.0","65535.0"
"2016-02-12 07:30:00.000000","Rep","10.0","5.0","7.7","3.5","8.41","9.47","7.4","342.0","453.0","166.0","588.0","2057.0","2593528.0","10.0","-9.0","1.0","-22.0","352.0","352.0","352.0","352.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 07:40:00.000000","Rep","10.0","5.3","7.8","3.7","8.65","9.64","7.59","352.0","535.0","223.0","591.0","2057.0","2593587.0","20.0","-5.0","3.0","-15.0","362.0","362.0","362.0","362.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 07:50:00.000000","Rep","10.0","5.7","8.5","3.8","8.84","10.38","7.82","416.0","819.0","248.0","592.0","2057.0","2593656.0","30.0","-3.0","11.0","-13.0","427.0","427.0","427.0","427.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 08:00:00.000000","Rep","10.0","5.9","9.1","3.3","8.5","9.83","7.6","388.0","535.0","279.0","585.0","2057.0","2593721.0","40.0","-14.0","-4.0","-29.0","403.0","403.0","403.0","403.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 08:10:00.000000","Rep","10.0","6.6","9.6","3.5","8.96","10.38","7.51","499.0","833.0","145.0","579.0","2057.0","2593804.0","50.0","-16.0","-2.0","-37.0","507.0","507.0","507.0","507.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 08:20:00.000000","Rep","10.0","6.9","8.9","4.2","9.42","10.51","8.14","654.0","916.0","377.0","569.0","2058.0","2593914.0","0.0","-14.0","-4.0","-29.0","662.0","662.0","662.0","662.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 08:30:00.000000","Rep","10.0","6.4","9.1","3.1","8.72","10.06","7.9","500.0","801.0","327.0","578.0","2058.0","2593997.0","10.0","-11.0","1.0","-23.0","516.0","516.0","516.0","516.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 08:40:00.000000","Rep","10.0","6.5","9.5","4.1","9.17","10.39","8.28","596.0","879.0","408.0","574.0","2058.0","2594097.0","20.0","-16.0","-2.0","-29.0","613.0","613.0","613.0","613.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 08:50:00.000000","Rep","10.0","5.4","8.6","3.7","8.75","9.73","7.55","360.0","511.0","184.0","582.0","2058.0","2594157.0","30.0","-10.0","1.0","-20.0","375.0","375.0","375.0","375.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 09:00:00.000000","Rep","10.0","5.4","8.2","3.4","8.55","9.19","7.47","302.0","506.0","149.0","580.0","2058.0","2594208.0","40.0","-12.0","-4.0","-21.0","315.0","315.0","315.0","315.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 09:10:00.000000","Rep","10.0","5.5","8.4","3.7","8.82","9.62","8.05","325.0","481.0","208.0","577.0","2058.0","2594262.0","50.0","-15.0","-3.0","-29.0","336.0","336.0","336.0","336.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 09:20:00.000000","Rep","10.0","5.6","8.3","3.6","8.61","9.27","7.28","304.0","558.0","99.0","577.0","2059.0","2594313.0","0.0","-21.0","2.0","-37.0","315.0","315.0","315.0","315.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 09:30:00.000000","Rep","10.0","5.4","7.6","2.9","8.03","8.79","7.21","277.0","464.0","116.0","571.0","2059.0","2594359.0","10.0","-19.0","0.0","-33.0","294.0","294.0","294.0","294.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 09:40:00.000000","Rep","10.0","4.3","7.0","2.6","7.75","8.72","6.88","149.0","307.0","38.0","573.0","2059.0","2594384.0","20.0","-11.0","1.0","-35.0","161.0","161.0","161.0","161.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 09:50:00.000000","Rep","10.0","3.6","5.5","2.2","6.85","7.62","6.0","70.0","221.0","0.0","573.0","2059.0","2594397.0","30.0","-4.0","7.0","-24.0","80.0","80.0","80.0","80.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 10:00:00.000000","Rep","10.0","4.4","7.0","3.1","7.91","9.14","6.98","178.0","384.0","43.0","566.0","2059.0","2594426.0","40.0","-19.0","-4.0","-52.0","185.0","185.0","185.0","185.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 10:10:00.000000","Rep","10.0","5.3","8.0","3.5","8.33","9.39","7.18","305.0","475.0","186.0","571.0","2059.0","2594477.0","50.0","-22.0","-9.0","-42.0","315.0","315.0","315.0","315.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 10:20:00.000000","Rep","10.0","5.4","8.3","2.9","7.66","8.53","7.07","289.0","460.0","169.0","577.0","2060.0","2594526.0","0.0","-21.0","-9.0","-38.0","300.0","300.0","300.0","300.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 10:30:00.000000","Rep","10.0","5.7","8.0","3.7","8.17","9.14","7.04","386.0","590.0","170.0","567.0","2060.0","2594591.0","10.0","-22.0","-3.0","-44.0","399.0","399.0","399.0","399.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 10:40:00.000000","Rep","10.0","5.7","8.3","3.3","8.37","10.39","7.21","410.0","865.0","196.0","571.0","2060.0","2594659.0","20.0","-25.0","-9.0","-40.0","425.0","425.0","425.0","425.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 10:50:00.000000","Rep","10.0","4.9","8.4","3.0","8.29","10.09","6.86","250.0","579.0","116.0","576.0","2060.0","2594701.0","30.0","-16.0","-5.0","-41.0","267.0","267.0","267.0","267.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 11:00:00.000000","Rep","10.0","4.5","6.7","2.2","7.1","8.25","6.2","193.0","399.0","60.0","583.0","2060.0","2594733.0","40.0","-12.0","1.0","-29.0","206.0","206.0","206.0","206.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 11:10:00.000000","Rep","10.0","4.8","7.8","3.1","7.99","9.07","6.81","198.0","370.0","115.0","575.0","2060.0","2594767.0","50.0","-17.0","-6.0","-43.0","208.0","208.0","208.0","208.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 11:20:00.000000","Rep","10.0","4.2","6.7","2.8","7.36","8.06","6.59","140.0","264.0","35.0","582.0","2061.0","2594790.0","0.0","-14.0","0.0","-26.0","151.0","151.0","151.0","151.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 11:30:00.000000","Rep","10.0","4.1","5.8","2.5","7.14","8.29","6.17","159.0","289.0","60.0","580.0","2061.0","2594817.0","10.0","-20.0","-3.0","-44.0","168.0","168.0","168.0","168.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 11:40:00.000000","Rep","10.0","5.0","7.2","2.8","7.26","8.75","6.4","220.0","501.0","61.0","589.0","2061.0","2594854.0","20.0","-17.0","0.0","-43.0","233.0","233.0","233.0","233.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 11:50:00.000000","Rep","10.0","4.2","6.1","2.4","7.78","8.77","6.45","167.0","314.0","61.0","584.0","2061.0","2594882.0","30.0","-17.0","2.0","-35.0","177.0","177.0","177.0","177.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 12:00:00.000000","Rep","10.0","4.3","6.1","3.0","6.86","7.45","6.46","155.0","255.0","92.0","599.0","2061.0","2594908.0","40.0","-23.0","-11.0","-39.0","166.0","166.0","166.0","166.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 12:10:00.000000","Rep","10.0","3.7","5.8","2.2","7.06","8.1","5.86","84.0","198.0","7.0","589.0","2061.0","2594922.0","50.0","-14.0","3.0","-35.0","91.0","91.0","91.0","91.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 12:20:00.000000","Rep","10.0","3.7","5.4","1.8","6.33","7.44","5.87","65.0","115.0","30.0","585.0","2062.0","2594933.0","0.0","-20.0","-8.0","-53.0","74.0","74.0","74.0","74.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 12:30:00.000000","Rep","10.0","4.1","6.0","1.3","6.58","7.38","5.86","117.0","239.0","33.0","573.0","2062.0","2594953.0","10.0","-35.0","-7.0","-64.0","124.0","124.0","124.0","124.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 12:40:00.000000","Rep","10.0","4.3","7.2","2.1","6.44","7.45","5.7","92.0","253.0","0.0","591.0","2062.0","2594969.0","20.0","-32.0","-14.0","-55.0","107.0","107.0","107.0","107.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 12:50:00.000000","Rep","10.0","4.8","7.0","3.0","6.86","7.48","6.34","153.0","261.0","58.0","569.0","2062.0","2594994.0","30.0","-40.0","-20.0","-60.0","162.0","162.0","162.0","162.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 13:00:00.000000","Rep","10.0","3.9","5.6","3.0","6.69","7.19","6.42","128.0","208.0","79.0","552.0","2062.0","2595016.0","40.0","-33.0","-21.0","-53.0","138.0","138.0","138.0","138.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 13:10:00.000000","Rep","10.0","3.6","5.5","2.3","6.42","7.05","6.04","90.0","186.0","36.0","551.0","2062.0","2595031.0","50.0","-27.0","-10.0","-38.0","98.0","98.0","98.0","98.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 13:20:00.000000","Rep","10.0","4.2","6.2","2.8","6.8","7.53","6.29","146.0","267.0","76.0","555.0","2063.0","2595056.0","0.0","-31.0","-16.0","-52.0","155.0","155.0","155.0","155.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 13:30:00.000000","Rep","10.0","3.3","5.0","2.3","6.07","6.58","5.62","52.0","113.0","7.0","547.0","2063.0","2595064.0","10.0","-26.0","-6.0","-47.0","62.0","62.0","62.0","62.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 13:40:00.000000","Rep","10.0","3.4","5.7","2.4","6.23","6.8","5.72","67.0","153.0","1.0","558.0","2063.0","2595076.0","20.0","-29.0","79.0","-81.0","76.0","76.0","76.0","76.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 13:50:00.000000","Rep","10.0","2.7","4.3","1.9","5.24","5.79","4.81","5.0","26.0","-19.0","571.0","2063.0","2595077.0","30.0","-18.0","20.0","-54.0","12.0","12.0","12.0","12.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 14:00:00.000000","Rep","10.0","2.2","3.0","1.6","4.91","5.39","4.48","0.0","11.0","-23.0","552.0","2063.0","2595077.0","36.0","0.0","36.0","-37.0","4.0","4.0","4.0","4.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 14:10:00.000000","Rep","10.0","2.2","4.0","1.3","4.7","6.28","4.28","2.0","72.0","-24.0","559.0","2063.0","2595078.0","39.0","2.0","20.0","-86.0","5.0","5.0","5.0","5.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 14:20:00.000000","Rep","10.0","2.8","4.1","1.9","5.65","6.33","4.82","28.0","78.0","-23.0","565.0","2063.0","2595083.0","49.0","-27.0","32.0","-83.0","34.0","34.0","34.0","34.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 14:30:00.000000","Rep","10.0","2.6","4.3","1.4","5.15","6.04","4.7","2.0","35.0","-24.0","548.0","2063.0","2595084.0","57.0","-15.0","111.0","-111.0","8.0","8.0","8.0","8.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 14:40:00.000000","Rep","10.0","2.7","4.2","1.8","5.43","6.25","4.88","16.0","68.0","-19.0","529.0","2064.0","2595086.0","7.0","-23.0","103.0","-107.0","23.0","23.0","23.0","23.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 14:50:00.000000","Rep","10.0","2.5","4.7","0.9","4.99","5.82","4.06","4.0","25.0","-23.0","520.0","2064.0","2595087.0","13.0","-19.0","66.0","-75.0","10.0","10.0","10.0","10.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 15:00:00.000000","Rep","10.0","3.1","4.3","2.1","5.71","6.27","4.84","24.0","71.0","-18.0","518.0","2064.0","2595091.0","23.0","-31.0","81.0","-68.0","34.0","34.0","34.0","34.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 15:10:00.000000","Rep","10.0","3.2","4.3","2.2","6.0","6.61","5.31","49.0","119.0","-14.0","533.0","2064.0","2595100.0","33.0","-26.0","-4.0","-53.0","56.0","56.0","56.0","56.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 15:20:00.000000","Rep","10.0","2.9","4.2","2.2","5.73","5.95","5.51","21.0","38.0","-1.0","525.0","2064.0","2595104.0","43.0","-28.0","60.0","-85.0","29.0","29.0","29.0","29.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 15:30:00.000000","Rep","10.0","2.7","3.7","2.2","5.62","5.8","5.44","13.0","28.0","-9.0","503.0","2064.0","2595106.0","53.0","-22.0","69.0","-72.0","22.0","22.0","22.0","22.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
"2016-02-12 15:40:00.000000","Rep","10.0","2.6","4.0","1.8","5.51","6.02","5.07","15.0","47.0","-3.0","495.0","2065.0","2595109.0","3.0","-20.0","6.0","-48.0","20.0","20.0","20.0","20.0","1.0","65.535","65.535","65.535","6553.5","6553.5","6553.5","300.0","65535.0"
